time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
94.94,5,10,de_inferno,False,416,222,357,176,1200,400,0,0,1,5,3
175.0,6,10,de_inferno,False,500,500,339,0,18350,10150,0,0,1,5,5
114.94,6,10,de_inferno,False,500,500,478,0,400,10150,4,0,3,5,5
94.94,6,10,de_inferno,False,500,478,478,0,400,10150,4,0,3,5,5
74.94,6,10,de_inferno,False,500,478,478,0,400,10150,4,0,3,5,5
54.94,6,10,de_inferno,False,407,371,422,0,400,10150,4,0,3,5,5
175.0,7,10,de_inferno,False,500,500,271,0,18750,22450,3,0,3,5,5
114.94,7,10,de_inferno,False,500,500,371,500,9950,250,4,5,4,5,5
94.94,7,10,de_inferno,False,500,500,371,500,9950,250,4,5,4,5,5
74.94,7,10,de_inferno,False,445,500,371,500,9950,250,4,5,4,5,5
54.94,7,10,de_inferno,False,300,400,278,400,4200,800,2,4,2,3,4
34.94,7,10,de_inferno,False,300,400,278,400,4200,800,2,4,2,3,4
36.2,7,10,de_inferno,True,281,314,277,380,4200,1100,2,4,2,3,4
16.19,7,10,de_inferno,True,281,314,277,380,4200,1100,2,4,2,3,4
174.9,7,11,de_inferno,False,500,500,277,346,17550,18650,2,4,2,5,5
114.94,7,11,de_inferno,False,500,500,477,446,4450,9350,4,5,3,5,5
94.94,7,11,de_inferno,False,500,499,477,445,4450,9350,4,5,3,5,5
74.94,7,11,de_inferno,False,500,499,477,445,4450,9350,4,5,3,5,5
54.9,7,11,de_inferno,False,500,499,477,445,4450,9350,4,5,3,5,5
34.9,7,11,de_inferno,False,500,499,477,445,4450,9350,4,5,3,5,5
24.94,7,11,de_inferno,True,368,499,400,445,2300,9950,4,5,2,4,5
4.94,7,11,de_inferno,True,368,499,400,445,2300,9950,4,5,2,4,5
175.0,7,12,de_inferno,False,500,500,400,394,13950,27450,4,5,2,5,5
114.94,7,12,de_inferno,False,500,500,400,394,12350,22850,4,5,2,5,5
94.94,7,12,de_inferno,False,500,496,400,390,12350,22850,4,5,2,5,5
175.0,8,12,de_inferno,False,500,500,291,0,30100,30150,3,0,2,5,5
114.94,8,12,de_inferno,False,500,500,491,500,14550,4800,4,5,4,5,5
94.94,8,12,de_inferno,False,500,300,491,299,14750,1950,4,3,4,5,3
74.94,8,12,de_inferno,False,500,300,491,299,14750,1950,4,3,4,5,3
54.94,8,12,de_inferno,False,500,300,491,299,14750,1950,4,3,4,5,3
34.94,8,12,de_inferno,False,500,300,491,299,14750,1950,4,3,4,5,3
14.95,8,12,de_inferno,False,500,300,491,299,14750,1950,4,3,4,5,3
175.0,9,12,de_inferno,False,500,500,491,299,31000,8600,4,3,4,5,5
114.94,9,12,de_inferno,False,500,500,491,499,25300,1600,4,5,4,5,5
94.94,9,12,de_inferno,False,500,500,491,499,25300,1600,4,5,4,5,5
74.94,9,12,de_inferno,False,500,500,491,499,25300,1600,4,5,4,5,5
54.9,9,12,de_inferno,False,500,499,491,496,25300,1600,4,5,4,5,5
34.9,9,12,de_inferno,False,500,499,491,496,25300,1600,4,5,4,5,5
24.56,9,12,de_inferno,True,100,99,100,98,8450,900,1,1,1,1,1
174.9,9,13,de_inferno,False,500,500,0,84,33300,19450,0,1,0,5,5
175.0,9,13,de_inferno,False,500,500,0,84,33300,19450,0,1,0,5,5
175.0,9,13,de_inferno,False,500,500,200,300,10600,10250,2,3,0,5,5
175.0,9,13,de_inferno,False,500,500,500,500,3400,1700,5,5,2,5,5
155.9,9,13,de_inferno,False,500,500,500,500,3400,1700,5,5,2,5,5
95.8,9,13,de_inferno,False,500,468,500,500,3400,1400,5,5,2,5,5
75.8,9,13,de_inferno,False,399,167,400,197,4250,250,4,2,2,4,2
28.45,9,13,de_inferno,True,200,0,200,0,1300,0,2,0,1,2,0
174.9,10,13,de_inferno,False,500,500,200,0,22700,13700,2,0,2,5,5
114.94,10,13,de_inferno,False,500,500,500,0,4500,13700,5,0,4,5,5
94.94,10,13,de_inferno,False,500,453,500,0,4500,13700,5,0,4,5,5
74.94,10,13,de_inferno,False,500,355,500,0,4500,13700,5,0,4,5,5
174.9,11,13,de_inferno,False,500,500,472,0,21850,23200,5,0,4,5,5
114.94,11,13,de_inferno,False,500,500,472,500,16950,300,5,5,5,5,5
94.9,11,13,de_inferno,False,500,484,472,500,16950,300,5,5,5,5,5
74.9,11,13,de_inferno,False,500,484,472,500,16950,300,5,5,5,5,5
54.88,11,13,de_inferno,False,500,484,472,500,16950,300,5,5,5,5,5
34.88,11,13,de_inferno,False,400,309,372,385,15450,600,4,4,4,4,4
14.87,11,13,de_inferno,False,200,12,200,80,8050,650,2,1,2,2,1
174.9,12,13,de_inferno,False,500,500,200,0,34700,13200,2,0,2,5,5
114.94,12,13,de_inferno,False,500,500,500,0,17750,12300,5,0,5,5,5
94.94,12,13,de_inferno,False,500,375,500,0,16350,12300,5,0,5,5,5
175.0,13,13,de_inferno,False,500,500,385,0,35000,27100,4,0,4,5,5
114.94,13,13,de_inferno,False,500,500,485,500,25700,2400,4,4,5,5,5
94.94,13,13,de_inferno,False,500,500,485,500,25700,2400,4,4,5,5,5
74.94,13,13,de_inferno,False,452,458,485,485,25700,2400,4,4,5,5,5
54.9,13,13,de_inferno,False,400,458,385,485,21750,2700,4,4,4,4,5
35.78,13,13,de_inferno,True,300,339,300,387,16550,2650,3,3,3,3,4
15.79,13,13,de_inferno,True,300,339,300,387,16550,2650,3,3,3,3,4
175.0,13,14,de_inferno,False,500,500,100,299,33000,21400,1,3,1,5,5
175.0,13,14,de_inferno,False,500,500,100,399,33000,15400,1,4,1,5,5
175.0,13,14,de_inferno,False,500,500,200,399,27250,13200,2,4,1,5,5
175.0,13,14,de_inferno,False,500,500,500,399,7600,13200,5,4,3,5,5
174.6,13,14,de_inferno,False,500,500,500,399,7600,13200,5,4,3,5,5
114.6,13,14,de_inferno,False,500,500,500,399,6200,12100,5,4,3,5,5
94.6,13,14,de_inferno,False,484,500,500,399,6200,12100,5,4,3,5,5
74.6,13,14,de_inferno,False,401,370,498,326,6500,9650,5,4,3,5,4
54.6,13,14,de_inferno,False,383,370,491,326,6500,9650,5,4,3,5,4
34.6,13,14,de_inferno,False,383,370,491,326,6500,9650,5,4,3,5,4
14.6,13,14,de_inferno,False,383,370,491,326,6500,9650,5,4,3,5,4
175.0,14,14,de_inferno,False,500,500,491,0,23550,24100,5,0,3,5,5
175.0,14,14,de_inferno,False,500,500,491,0,18950,24100,5,0,3,5,5
175.0,14,14,de_inferno,False,500,500,491,100,18950,15800,5,1,3,5,5
175.0,14,14,de_inferno,False,500,500,491,500,18950,1450,5,4,3,5,5
159.4,14,14,de_inferno,False,500,500,491,500,18950,1450,5,4,3,5,5
99.4,14,14,de_inferno,False,500,500,491,500,17150,1450,5,4,4,5,5
59.38,14,14,de_inferno,False,375,486,482,494,17150,1450,5,4,4,5,5
39.38,14,14,de_inferno,False,375,486,482,494,17150,1450,5,4,4,5,5
174.9,15,14,de_inferno,False,500,500,383,0,34900,16250,4,0,4,5,5
175.0,15,14,de_inferno,False,500,500,494,0,18800,16250,5,0,5,5,5
175.0,15,14,de_inferno,False,500,500,494,500,17800,900,5,5,5,5,5
161.9,15,14,de_inferno,False,500,500,494,500,17800,900,5,5,5,5,5
101.9,15,14,de_inferno,False,458,463,480,489,17800,900,5,5,5,5,5
81.9,15,14,de_inferno,False,300,200,298,200,10050,550,3,2,3,3,2
61.88,15,14,de_inferno,False,300,200,298,200,10050,550,3,2,3,3,2
27.1,15,14,de_inferno,True,274,38,294,97,10150,450,3,1,3,3,1
114.9,0,0,de_inferno,False,500,500,400,300,600,550,0,0,1,5,5
94.9,0,0,de_inferno,False,500,500,400,300,600,500,0,0,1,5,5
74.9,0,0,de_inferno,False,497,500,397,300,600,500,0,0,1,5,5
54.88,0,0,de_inferno,False,497,400,397,200,900,350,0,0,1,5,4
34.88,0,0,de_inferno,False,497,400,397,200,900,350,0,0,1,5,4
39.4,0,0,de_inferno,True,197,65,197,82,300,1300,0,0,0,2,2
19.4,0,0,de_inferno,True,197,65,197,82,300,1300,0,0,0,2,2
174.9,1,0,de_inferno,False,500,500,97,0,19900,15500,0,0,1,5,5
114.94,1,0,de_inferno,False,500,500,400,500,2200,3400,4,5,3,5,5
94.94,1,0,de_inferno,False,500,444,500,500,1200,500,5,5,3,5,5
74.94,1,0,de_inferno,False,300,324,300,371,750,500,3,4,1,3,4
54.9,1,0,de_inferno,False,100,300,100,365,150,1400,1,4,1,1,4
174.9,1,1,de_inferno,False,500,500,0,348,8500,19150,0,4,0,5,5
114.9,1,1,de_inferno,False,500,500,400,448,200,11250,2,5,0,5,5
94.9,1,1,de_inferno,False,476,400,400,370,500,8800,2,4,0,5,4
74.9,1,1,de_inferno,False,476,400,400,370,500,8800,2,4,0,5,4
54.9,1,1,de_inferno,False,476,400,400,370,500,8800,2,4,0,5,4
34.9,1,1,de_inferno,False,476,400,400,370,500,8800,2,4,0,5,4
14.9,1,1,de_inferno,False,357,129,300,172,850,5300,2,2,0,4,2
174.9,1,2,de_inferno,False,500,500,0,79,10500,30200,0,1,0,5,5
114.9,1,2,de_inferno,False,500,500,0,479,10500,12400,0,5,0,5,5
94.9,1,2,de_inferno,False,500,500,0,479,9900,11700,0,5,0,5,5
74.9,1,2,de_inferno,False,500,445,0,451,9900,11700,0,5,0,5,5
54.9,1,2,de_inferno,False,300,241,0,248,6300,8000,0,3,0,3,3
37.0,1,2,de_inferno,True,100,141,0,148,1900,6750,0,2,0,1,2
174.9,1,3,de_inferno,False,500,500,0,148,22800,29750,0,2,0,5,5
114.9,1,3,de_inferno,False,500,500,500,448,300,12050,1,5,0,5,5
94.9,1,3,de_inferno,False,388,486,488,448,300,11750,1,5,0,5,5
74.9,1,3,de_inferno,False,338,486,488,448,300,11750,1,5,0,5,5
54.9,1,3,de_inferno,False,338,486,488,448,300,11750,1,5,0,5,5
34.9,1,3,de_inferno,False,210,273,297,295,300,4750,1,3,0,3,3
24.19,1,3,de_inferno,True,91,132,197,184,450,4300,0,2,0,2,2
174.9,1,4,de_inferno,False,500,500,0,170,15700,29600,0,2,0,5,5
114.9,1,4,de_inferno,False,500,500,0,470,12700,16950,0,5,0,5,5
94.9,1,4,de_inferno,False,500,500,0,470,11900,13050,0,5,0,5,5
74.9,1,4,de_inferno,False,500,500,0,470,11900,13050,0,5,0,5,5
54.88,1,4,de_inferno,False,400,479,0,466,9400,13350,0,5,0,4,5
36.38,1,4,de_inferno,True,124,248,0,273,5600,10350,0,3,0,2,3
16.38,1,4,de_inferno,True,124,200,0,185,5700,7300,0,2,0,2,2
174.9,1,5,de_inferno,False,500,500,0,156,29200,31750,0,2,0,5,5
114.9,1,5,de_inferno,False,500,500,500,456,3000,16500,4,5,3,5,5
94.9,1,5,de_inferno,False,488,446,495,455,3000,16500,4,5,3,5,5
74.9,1,5,de_inferno,False,462,368,495,427,3000,16500,4,5,3,5,5
54.9,1,5,de_inferno,False,462,368,495,427,3000,16500,4,5,3,5,5
35.56,1,5,de_inferno,True,100,195,100,267,350,11000,1,3,1,1,3
15.55,1,5,de_inferno,True,100,195,100,267,350,11000,1,3,1,1,3
175.0,1,6,de_inferno,False,500,500,100,265,20600,35300,1,3,1,5,5
175.0,1,6,de_inferno,False,500,500,100,465,20600,27450,1,5,1,5,5
164.9,1,6,de_inferno,False,500,500,300,465,17650,24700,2,5,1,5,5
104.9,1,6,de_inferno,False,500,500,300,465,11800,22000,2,5,1,5,5
84.9,1,6,de_inferno,False,500,353,300,349,12100,15700,2,4,1,5,4
64.9,1,6,de_inferno,False,447,253,300,249,12400,15450,2,3,1,5,3
44.88,1,6,de_inferno,False,447,153,300,182,12700,9700,2,2,1,5,2
24.89,1,6,de_inferno,False,347,153,200,182,9250,10000,1,2,0,4,2
32.62,1,6,de_inferno,True,283,44,100,94,7350,6700,1,1,0,3,1
174.9,2,6,de_inferno,False,500,500,100,0,31100,33700,1,0,1,5,5
114.9,2,6,de_inferno,False,500,500,500,500,12400,7550,5,5,5,5,5
94.9,2,6,de_inferno,False,459,476,483,499,12400,7550,5,5,5,5,5
74.9,2,6,de_inferno,False,359,476,382,499,11900,7850,4,5,4,4,5
54.88,2,6,de_inferno,False,359,476,382,499,11900,7850,4,5,4,4,5
34.88,2,6,de_inferno,False,359,376,382,399,12000,6650,4,4,4,4,4
14.89,2,6,de_inferno,False,359,287,382,300,12100,5650,4,3,4,4,3
174.9,3,6,de_inferno,False,500,500,382,100,29250,15450,4,1,4,5,5
175.0,3,6,de_inferno,False,500,500,482,100,18250,15450,5,1,5,5,5
175.0,3,6,de_inferno,False,500,500,482,300,18250,7700,5,3,5,5,5
158.2,3,6,de_inferno,False,500,500,482,500,18250,1200,5,5,5,5,5
98.2,3,6,de_inferno,False,500,500,482,500,18250,1200,5,5,5,5,5
78.2,3,6,de_inferno,False,500,500,482,500,18250,1200,5,5,5,5,5
58.22,3,6,de_inferno,False,500,390,482,400,18550,1150,5,4,5,5,4
38.22,3,6,de_inferno,False,500,390,481,400,18550,1150,5,4,5,5,4
18.2,3,6,de_inferno,False,500,290,481,300,18850,650,5,3,5,5,3
174.9,4,6,de_inferno,False,500,500,481,98,35700,10800,5,1,5,5,5
114.94,4,6,de_inferno,False,500,500,481,98,29000,7400,5,1,5,5,5
94.94,4,6,de_inferno,False,500,500,481,98,28800,7400,5,1,5,5,5
74.94,4,6,de_inferno,False,400,429,382,98,25800,7700,4,1,4,4,5
34.9,4,6,de_inferno,False,200,48,199,0,14100,2100,2,0,2,2,1
14.92,4,6,de_inferno,False,200,48,199,0,14100,2100,2,0,2,2,1
174.9,5,6,de_inferno,False,500,500,199,0,48100,26700,2,0,2,5,5
114.9,5,6,de_inferno,False,500,500,499,500,27800,3950,5,5,5,5,5
94.9,5,6,de_inferno,False,500,500,499,500,27800,3650,5,5,5,5,5
74.9,5,6,de_inferno,False,500,400,499,400,28100,3100,5,4,5,5,4
54.9,5,6,de_inferno,False,500,300,499,300,28400,3050,5,3,5,5,3
34.9,5,6,de_inferno,False,500,200,499,200,28700,1800,5,2,5,5,2
14.91,5,6,de_inferno,False,400,100,399,100,27200,500,4,1,4,4,1
174.9,6,6,de_inferno,False,500,500,399,100,45050,17550,4,1,4,5,5
114.94,6,6,de_inferno,False,500,500,499,500,35450,1300,5,5,5,5,5
94.94,6,6,de_inferno,False,379,400,395,400,26100,1100,4,4,4,4,4
74.94,6,6,de_inferno,False,379,372,395,387,26100,1100,4,4,4,4,4
54.9,6,6,de_inferno,False,300,372,299,387,20450,1200,3,4,3,3,4
31.34,6,6,de_inferno,True,100,372,100,387,2150,1700,1,4,1,1,4
11.34,6,6,de_inferno,True,100,272,100,288,2450,1450,1,3,1,1,3
174.9,6,7,de_inferno,False,500,500,0,288,43050,20000,0,3,0,5,5
114.9,6,7,de_inferno,False,500,500,500,488,11300,9300,5,5,5,5,5
94.9,6,7,de_inferno,False,500,493,500,485,11300,9300,5,5,5,5,5
74.9,6,7,de_inferno,False,500,493,500,485,11300,9300,5,5,5,5,5
54.88,6,7,de_inferno,False,398,444,399,485,8500,9600,4,5,4,4,5
34.9,6,7,de_inferno,True,184,135,200,269,4150,8650,2,3,2,2,3
14.91,6,7,de_inferno,True,184,135,200,269,4150,8650,2,3,2,2,3
174.9,6,8,de_inferno,False,500,500,191,261,21400,28000,2,3,2,5,5
114.9,6,8,de_inferno,False,500,500,491,461,3050,13950,4,5,3,5,5
94.9,6,8,de_inferno,False,500,408,491,431,3050,13950,4,5,3,5,5
74.9,6,8,de_inferno,False,500,408,491,431,3050,13950,4,5,3,5,5
54.9,6,8,de_inferno,False,400,151,391,165,3000,4700,3,2,2,4,2
34.9,6,8,de_inferno,False,400,151,391,165,3000,4700,3,2,2,4,2
175.0,8,7,de_inferno,False,500,500,100,0,3350,4000,0,0,0,5,5
175.0,8,7,de_inferno,False,500,500,200,0,2700,4000,0,0,0,5,5
175.0,8,7,de_inferno,False,500,500,300,0,2050,4000,0,0,0,5,5
175.0,8,7,de_inferno,False,500,500,300,0,1250,4000,0,0,1,5,5
175.0,8,7,de_inferno,False,500,500,300,100,1250,2650,0,0,1,5,5
175.0,8,7,de_inferno,False,500,500,300,200,1250,2000,0,0,1,5,5
175.0,8,7,de_inferno,False,500,500,300,300,1250,1350,0,0,1,5,5
175.0,8,7,de_inferno,False,500,500,300,400,1250,700,0,0,1,5,5
170.1,8,7,de_inferno,False,500,500,400,400,600,700,0,0,1,5,5
110.1,8,7,de_inferno,False,500,500,400,400,600,700,0,0,1,5,5
90.1,8,7,de_inferno,False,400,469,300,384,450,1000,0,0,1,4,5
70.1,8,7,de_inferno,False,370,469,279,384,450,1000,0,0,1,4,5
50.12,8,7,de_inferno,False,370,469,279,384,450,1000,0,0,1,4,5
30.12,8,7,de_inferno,False,370,469,279,384,450,1000,0,0,1,4,5
28.05,8,7,de_inferno,True,370,463,279,384,450,1300,0,0,1,4,5
8.04,8,7,de_inferno,True,370,294,279,200,1050,1000,0,0,1,4,3
174.9,8,8,de_inferno,False,500,500,200,173,10700,19100,0,0,1,5,5
114.94,8,8,de_inferno,False,500,500,500,500,650,850,3,5,1,5,5
94.94,8,8,de_inferno,False,500,500,500,500,650,650,3,5,1,5,5
74.94,8,8,de_inferno,False,435,360,478,386,1250,400,3,4,1,5,4
54.9,8,8,de_inferno,False,435,360,478,386,1250,400,3,4,1,5,4
34.9,8,8,de_inferno,False,335,317,378,370,1100,700,2,4,1,4,4
174.9,8,9,de_inferno,False,500,500,0,176,14450,18700,0,2,0,5,5
114.9,8,9,de_inferno,False,500,500,0,476,13350,3550,0,5,0,5,5
94.9,8,9,de_inferno,False,500,500,0,476,12250,3550,0,5,0,5,5
74.9,8,9,de_inferno,False,500,491,0,472,12250,3550,0,5,0,5,5
54.88,8,9,de_inferno,False,400,483,0,472,8500,4150,0,5,0,4,5
34.88,8,9,de_inferno,False,400,483,0,472,8500,4150,0,5,0,4,5
14.88,8,9,de_inferno,False,164,104,0,175,4500,1600,0,2,0,2,2
174.9,9,9,de_inferno,False,500,500,0,0,30000,11750,0,0,0,5,5
114.9,9,9,de_inferno,False,500,500,500,300,6450,50,5,3,3,5,5
94.9,9,9,de_inferno,False,500,438,500,276,6450,50,5,3,3,5,5
74.9,9,9,de_inferno,False,500,395,500,197,6550,50,5,2,3,5,4
54.88,9,9,de_inferno,False,474,310,496,178,6550,50,5,2,3,5,4
34.88,9,9,de_inferno,False,315,70,391,0,6850,300,4,0,3,4,1
14.89,9,9,de_inferno,False,315,70,391,0,6850,300,4,0,3,4,1
174.9,10,9,de_inferno,False,500,500,391,0,23800,9850,4,0,3,5,5
114.9,10,9,de_inferno,False,500,500,491,0,14200,9850,5,0,3,5,5
174.9,11,9,de_inferno,False,500,500,364,0,31950,22150,4,0,3,5,5
114.94,11,9,de_inferno,False,500,500,464,500,24950,400,5,5,3,5,5
94.94,11,9,de_inferno,False,500,478,464,492,24950,400,5,5,3,5,5
74.94,11,9,de_inferno,False,500,378,464,392,25050,250,5,4,3,5,4
54.9,11,9,de_inferno,False,300,243,300,284,16450,450,3,3,2,3,3
114.9,12,9,de_inferno,False,500,500,500,300,28000,9700,5,1,4,5,5
94.9,12,9,de_inferno,False,500,475,500,291,28000,9700,5,1,4,5,5
74.9,12,9,de_inferno,False,459,276,500,191,28600,5150,5,1,4,5,3
174.9,13,9,de_inferno,False,500,500,500,0,45750,26700,5,0,4,5,5
114.94,13,9,de_inferno,False,500,500,500,500,41550,2600,5,5,4,5,5
94.94,13,9,de_inferno,False,491,500,500,500,41550,2600,5,5,4,5,5
74.94,13,9,de_inferno,False,391,343,400,379,33900,2600,4,4,3,4,4
27.77,13,9,de_inferno,True,276,243,297,279,24800,1800,3,3,2,3,3
7.77,13,9,de_inferno,True,19,158,88,185,6800,1750,1,2,1,1,2
174.9,13,10,de_inferno,False,500,500,85,157,49250,21600,1,2,1,5,5
114.9,13,10,de_inferno,False,500,500,485,457,23500,5900,5,5,5,5,5
94.9,13,10,de_inferno,False,497,500,483,457,23200,5600,5,5,5,5,5
74.9,13,10,de_inferno,False,441,303,472,357,23500,4450,5,4,5,5,4
54.88,13,10,de_inferno,False,441,303,472,357,23500,4450,5,4,5,5,4
34.88,13,10,de_inferno,False,441,303,472,357,23500,4450,5,4,5,5,4
14.88,13,10,de_inferno,False,441,279,472,296,23800,3850,5,3,5,5,3
29.1,13,10,de_inferno,True,100,107,100,190,3050,3650,1,2,1,1,2
174.9,13,11,de_inferno,False,500,500,0,184,33400,23650,0,2,0,5,5
114.9,13,11,de_inferno,False,500,500,500,484,5000,7650,4,5,3,5,5
94.9,13,11,de_inferno,False,465,486,486,482,5000,7050,4,5,3,5,5
74.9,13,11,de_inferno,False,465,475,486,478,5000,7050,4,5,3,5,5
54.88,13,11,de_inferno,False,465,475,486,478,5000,7050,4,5,3,5,5
34.88,13,11,de_inferno,False,365,368,386,470,5000,7350,4,5,2,4,5
14.9,13,11,de_inferno,False,365,97,386,88,5800,0,4,1,2,4,1
174.9,14,11,de_inferno,False,500,500,386,88,22050,16950,4,1,2,5,5
175.0,14,11,de_inferno,False,500,500,486,188,17150,12150,5,2,3,5,5
175.0,14,11,de_inferno,False,500,500,486,288,11650,7250,5,3,3,5,5
175.0,14,11,de_inferno,False,500,500,486,388,11650,6250,5,4,3,5,5
161.5,14,11,de_inferno,False,500,500,486,488,11650,3550,5,5,3,5,5
175.0,14,11,de_inferno,False,500,500,486,488,11650,650,5,5,3,5,5
164.2,14,11,de_inferno,False,500,500,486,488,11650,650,5,5,3,5,5
104.25,14,11,de_inferno,False,500,500,486,488,11650,650,5,5,3,5,5
84.25,14,11,de_inferno,False,393,400,384,388,11500,650,4,4,2,4,4
34.16,14,11,de_inferno,True,200,113,200,181,6900,350,2,2,2,2,2
14.16,14,11,de_inferno,True,200,72,200,167,6900,350,2,2,2,2,2
175.0,14,12,de_inferno,False,500,500,0,163,19350,18700,0,2,0,5,5
162.8,14,12,de_inferno,False,500,500,0,363,19350,10500,0,4,0,5,5
175.0,14,12,de_inferno,False,500,500,0,463,19350,4100,0,5,0,5,5
165.1,14,12,de_inferno,False,500,500,0,463,19350,4100,0,5,0,5,5
105.2,14,12,de_inferno,False,500,500,200,463,13300,4100,0,5,0,5,5
85.2,14,12,de_inferno,False,500,500,200,463,13300,4100,0,5,0,5,5
65.2,14,12,de_inferno,False,500,500,200,463,13300,4100,0,5,0,5,5
45.2,14,12,de_inferno,False,500,400,200,363,13600,3500,0,4,0,5,4
25.19,14,12,de_inferno,False,400,400,100,363,12400,3800,0,4,0,4,4
5.18,14,12,de_inferno,False,100,100,0,100,3400,2250,0,1,0,1,1
21.95,14,12,de_inferno,True,100,0,0,0,3700,0,0,0,0,1,0
174.9,15,12,de_inferno,False,500,500,0,0,33200,19100,0,0,0,5,5
114.9,15,12,de_inferno,False,500,500,500,500,5650,1250,5,5,4,5,5
94.9,15,12,de_inferno,False,400,400,399,398,5450,650,4,4,4,4,4
114.8,0,0,de_train,False,500,500,400,300,700,450,0,0,1,5,5
94.8,0,0,de_train,False,390,500,294,300,550,750,0,0,1,4,5
34.78,0,0,de_train,True,182,347,189,180,600,1500,0,0,0,2,4
14.77,0,0,de_train,True,82,133,89,172,750,900,0,0,0,1,2
174.9,0,1,de_train,False,500,500,0,172,11100,18500,0,0,0,5,5
94.94,0,1,de_train,False,500,487,400,495,1100,850,2,5,1,5,5
74.94,0,1,de_train,False,500,455,400,493,1100,850,2,5,1,5,5
54.94,0,1,de_train,False,500,455,400,493,1100,850,2,5,1,5,5
34.94,0,1,de_train,False,300,455,200,493,1050,1450,1,5,1,3,5
33.34,0,1,de_train,True,200,455,100,493,1000,2050,0,5,1,2,5
13.35,0,1,de_train,True,200,441,100,489,1000,2050,0,5,1,2,5
174.9,0,2,de_train,False,500,500,94,360,13400,19850,0,4,1,5,5
114.94,0,2,de_train,False,500,500,94,460,13100,11500,0,5,1,5,5
174.9,0,3,de_train,False,500,500,0,402,27600,29250,0,5,0,5,5
114.94,0,3,de_train,False,500,500,400,402,550,22300,1,5,1,5,5
94.94,0,3,de_train,False,500,499,400,401,550,21900,1,5,1,5,5
74.94,0,3,de_train,False,400,354,300,361,450,18650,1,4,1,4,4
54.9,0,3,de_train,False,399,354,300,361,450,18650,1,4,1,4,4
34.9,0,3,de_train,False,299,254,200,272,450,18050,1,3,0,3,3
38.03,0,3,de_train,True,135,158,100,250,300,18650,1,3,0,2,3
18.02,0,3,de_train,True,99,104,100,162,250,12800,1,2,0,1,2
174.9,0,4,de_train,False,500,500,96,157,18050,40900,1,2,0,5,5
114.94,0,4,de_train,False,500,500,296,457,12750,24300,1,5,0,5,5
94.94,0,4,de_train,False,500,500,296,457,12250,24300,1,5,0,5,5
74.94,0,4,de_train,False,396,381,196,357,10350,22400,1,4,0,4,4
31.88,0,4,de_train,True,71,189,100,179,2450,10450,0,2,0,1,2
174.9,0,5,de_train,False,500,500,0,179,29950,42350,0,2,0,5,5
175.0,0,5,de_train,False,500,500,300,479,17550,34600,2,5,0,5,5
171.6,0,5,de_train,False,500,500,400,479,7100,33500,2,5,2,5,5
111.6,0,5,de_train,False,500,500,500,479,600,25200,2,5,3,5,5
91.6,0,5,de_train,False,500,500,500,479,600,25200,2,5,3,5,5
71.6,0,5,de_train,False,500,500,500,479,600,25200,2,5,3,5,5
51.62,0,5,de_train,False,500,428,500,479,600,25200,2,5,3,5,5
31.61,0,5,de_train,False,300,100,300,79,350,7250,2,1,1,3,1
174.9,1,5,de_train,False,500,500,200,0,17750,32900,2,0,0,5,5
114.94,1,5,de_train,False,500,500,400,500,2050,8300,4,5,2,5,5
94.94,1,5,de_train,False,300,222,300,372,1000,8500,3,4,1,3,4
174.9,2,5,de_train,False,500,500,298,0,19600,18200,3,0,1,5,5
114.94,2,5,de_train,False,500,500,498,200,5500,11250,5,2,4,5,5
94.94,2,5,de_train,False,500,500,498,200,5500,10350,5,2,4,5,5
74.94,2,5,de_train,False,487,492,493,200,5500,10350,5,2,4,5,5
30.77,2,5,de_train,True,256,100,288,100,4050,2550,3,1,2,3,1
174.9,3,5,de_train,False,500,500,288,0,24800,27250,3,0,2,5,5
175.0,3,5,de_train,False,500,500,488,400,10100,8050,4,4,3,5,5
171.9,3,5,de_train,False,500,500,488,500,8900,3000,4,5,4,5,5
91.9,3,5,de_train,False,500,478,488,499,8300,3000,4,5,4,5,5
71.9,3,5,de_train,False,479,478,488,499,8300,3000,4,5,4,5,5
51.88,3,5,de_train,False,421,376,488,398,8600,2450,4,4,4,5,4
31.86,3,5,de_train,False,347,194,390,299,6200,2150,3,3,4,4,3
11.86,3,5,de_train,False,100,16,100,100,2150,1400,1,1,1,1,1
25.19,3,5,de_train,True,71,0,100,0,2250,0,1,0,1,1,0
174.9,4,5,de_train,False,500,500,100,0,27000,23000,1,0,1,5,5
114.94,4,5,de_train,False,500,500,500,500,4200,700,4,5,3,5,5
94.94,4,5,de_train,False,500,500,500,500,4200,700,4,5,3,5,5
74.94,4,5,de_train,False,500,500,500,500,4200,700,4,5,3,5,5
54.9,4,5,de_train,False,400,478,400,495,2850,1000,3,5,2,4,5
34.9,4,5,de_train,False,298,378,300,395,3000,1300,2,4,2,3,4
31.69,4,5,de_train,True,100,378,100,395,2250,2200,1,4,1,1,4
174.9,4,6,de_train,False,500,500,0,395,11500,18750,0,4,0,5,5
114.94,4,6,de_train,False,500,500,0,495,11300,10400,0,5,0,5,5
94.94,4,6,de_train,False,200,408,0,456,5050,11300,0,5,0,2,5
174.9,4,7,de_train,False,500,500,0,456,20800,28250,0,5,0,5,5
